Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Sherbrooke_127Q,ghz_state_n23.qasm,0.01,0.01,0.0,0.0,47.0,47.0,0.0,0.0,22.0,22.0,0.0,0.0,24.0,24.0,0.0,0.0,22.0,22.0,0.0,0.0,10,10,0
Sherbrooke_127Q,grover_n2.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Sherbrooke_127Q,hs4_n4.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Sherbrooke_127Q,inverseqft_n4.qasm,0.01,0.01,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,10,10,0
Sherbrooke_127Q,ipea_n2.qasm,0.02,0.02,0.0,0.0,41.0,41.0,0.0,0.0,15.0,15.0,0.0,0.0,41.0,41.0,0.0,0.0,15.0,15.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n10.qasm,0.01,0.01,0.0,0.0,340.0,340.0,0.0,0.0,90.0,90.0,0.0,0.0,54.0,54.0,0.0,0.0,20.0,20.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n26.qasm,0.02,0.02,0.0,0.0,166.0,166.0,0.0,0.0,50.0,50.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n34.qasm,0.04,0.03,-0.01,-25.0,218.0,218.0,0.0,0.0,66.0,66.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n42.qasm,0.05,0.05,0.0,0.0,270.0,270.0,0.0,0.0,82.0,82.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n66.qasm,0.06,0.05,-0.01,-16.67,426.0,426.0,0.0,0.0,130.0,130.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,ising_n98.qasm,0.06,0.06,0.0,0.0,634.0,634.0,0.0,0.0,194.0,194.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,iswap_n2.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Sherbrooke_127Q,knn_n25.qasm,0.02,0.01,-0.01,-50.0,666.5,674.6,8.1,1.22,123.5,131.6,8.1,6.56,266.4,272.8,6.4,2.4,88.5,93.8,5.3,5.99,10,10,0
Sherbrooke_127Q,knn_n31.qasm,0.03,0.02,-0.01,-33.33,830.0,845.5,15.5,1.87,152.0,167.5,15.5,10.2,338.4,335.3,-3.1,-0.92,109.7,118.5,8.8,8.02,10,10,0
Sherbrooke_127Q,knn_n41.qasm,0.05,0.04,-0.01,-20.0,1118.7,1130.2,11.5,1.03,215.7,227.2,11.5,5.33,435.8,441.5,5.7,1.31,151.2,158.2,7.0,4.63,10,10,0
Sherbrooke_127Q,knn_n67.qasm,0.1,0.05,-0.05,-50.0,1862.4,1899.9,37.5,2.01,374.4,411.9,37.5,10.02,712.0,738.3,26.3,3.69,254.5,280.1,25.6,10.06,10,10,0
Sherbrooke_127Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Sherbrooke_127Q,multiplier_n15.qasm,0.04,0.02,-0.02,-50.0,1578.1,1569.1,-9.0,-0.57,352.1,343.1,-9.0,-2.56,671.8,644.9,-26.9,-4.0,216.0,202.1,-13.9,-6.44,10,10,0
Sherbrooke_127Q,multiplier_n45.qasm,0.5,0.14,-0.36,-72.0,16874.9,16890.6,15.7,0.09,4106.9,4122.6,15.7,0.38,6725.0,6675.6,-49.4,-0.73,2255.3,2178.4,-76.9,-3.41,10,10,0
Sherbrooke_127Q,multiplier_n75.qasm,1.46,0.42,-1.04,-71.23,48668.0,48876.6,208.6,0.43,12225.0,12433.6,208.6,1.71,19322.8,19070.4,-252.4,-1.31,6546.9,6328.1,-218.8,-3.34,10,10,0
Sherbrooke_127Q,multiply_n13.qasm,0.02,0.01,-0.01,-50.0,279.2,280.6,1.4,0.5,58.2,59.6,1.4,2.41,109.5,111.8,2.3,2.1,37.9,38.5,0.6,1.58,10,10,0
Sherbrooke_127Q,pea_n5.qasm,0.03,0.02,-0.01,-33.33,37.0,37.3,0.3,0.81,25.0,25.3,0.3,1.2,29.3,28.5,-0.8,-2.73,25.0,24.9,-0.1,-0.4,10,10,0
Sherbrooke_127Q,qaoa_n3.qasm,0.01,0.01,0.0,0.0,19.0,19.0,0.0,0.0,7.0,7.0,0.0,0.0,13.0,13.0,0.0,0.0,7.0,7.0,0.0,0.0,10,10,0
Sherbrooke_127Q,qaoa_n6.qasm,0.01,0.01,0.0,0.0,34.8,32.0,-2.8,-8.05,28.8,26.0,-2.8,-9.72,23.1,22.0,-1.1,-4.76,22.1,21.0,-1.1,-4.98,10,10,0
Sherbrooke_127Q,qec9xz_n17.qasm,0.02,0.01,-0.01,-50.0,88.0,87.5,-0.5,-0.57,59.0,58.5,-0.5,-0.85,33.4,29.3,-4.1,-12.28,25.2,22.1,-3.1,-12.3,10,10,0
Sherbrooke_127Q,qec_en_n5.qasm,0.01,0.01,0.0,0.0,29.0,29.2,0.2,0.69,11.0,11.2,0.2,1.82,16.0,16.5,0.5,3.12,10.0,10.3,0.3,3.0,10,10,0
Sherbrooke_127Q,qec_sm_n5.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,qf21_n15.qasm,0.02,0.01,-0.01,-50.0,293.9,288.3,-5.6,-1.91,127.9,122.3,-5.6,-4.38,183.0,183.3,0.3,0.16,109.5,110.6,1.1,1.0,10,10,0
Sherbrooke_127Q,qft_n18.qasm,0.06,0.02,-0.04,-66.67,820.1,807.2,-12.9,-1.57,460.1,447.2,-12.9,-2.8,290.4,251.8,-38.6,-13.29,176.8,150.7,-26.1,-14.76,10,10,0
Sherbrooke_127Q,qft_n29.qasm,0.15,0.05,-0.1,-66.67,1977.2,1908.3,-68.9,-3.48,1168.2,1099.3,-68.9,-5.9,566.5,388.3,-178.2,-31.46,364.3,239.3,-125.0,-34.31,10,10,0
Sherbrooke_127Q,qft_n4.qasm,0.01,0.01,0.0,0.0,19.0,19.2,0.2,1.05,8.0,8.2,0.2,2.5,13.0,13.5,0.5,3.85,8.0,8.0,0.0,0.0,10,10,0
Sherbrooke_127Q,qft_n63.qasm,0.42,0.15,-0.27,-64.29,5682.7,5491.7,-191.0,-3.36,3479.7,3288.7,-191.0,-5.49,1466.6,998.2,-468.4,-31.94,960.4,644.0,-316.4,-32.94,10,10,0
Sherbrooke_127Q,qpe_n9.qasm,0.01,0.01,0.0,0.0,137.0,133.8,-3.2,-2.34,44.0,40.8,-3.2,-7.27,79.8,78.4,-1.4,-1.75,38.6,37.7,-0.9,-2.33,10,10,0
Sherbrooke_127Q,qram_n20.qasm,0.03,0.01,-0.02,-66.67,895.7,894.0,-1.7,-0.19,206.7,205.0,-1.7,-0.82,379.9,371.0,-8.9,-2.34,127.5,125.2,-2.3,-1.8,10,10,0
Sherbrooke_127Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,10,10,0
Sherbrooke_127Q,quantumwalks_n2.qasm,0.01,0.01,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,10,10,0
Sherbrooke_127Q,qugan_n39.qasm,0.09,0.06,-0.03,-33.33,1185.4,1210.0,24.6,2.08,309.4,334.0,24.6,7.95,476.2,437.5,-38.7,-8.13,163.3,155.5,-7.8,-4.78,10,10,0
Sherbrooke_127Q,qugan_n71.qasm,0.3,0.13,-0.17,-56.67,2227.0,2283.1,56.1,2.52,615.0,671.1,56.1,9.12,826.9,799.0,-27.9,-3.37,292.2,296.6,4.4,1.51,10,10,0
Sherbrooke_127Q,sat_n11.qasm,0.04,0.02,-0.02,-50.0,1801.7,1790.7,-11.0,-0.61,360.7,349.7,-11.0,-3.05,999.8,987.1,-12.7,-1.27,291.1,282.1,-9.0,-3.09,10,10,0
Sherbrooke_127Q,sat_n7.qasm,0.02,0.01,-0.01,-50.0,444.3,443.1,-1.2,-0.27,80.3,79.1,-1.2,-1.49,206.5,210.6,4.1,1.99,60.4,60.3,-0.1,-0.17,10,10,0
Sherbrooke_127Q,seca_n11.qasm,0.02,0.01,-0.01,-50.0,422.9,422.8,-0.1,-0.02,107.9,107.8,-0.1,-0.09,152.7,155.3,2.6,1.7,57.2,57.6,0.4,0.7,10,10,0
Sherbrooke_127Q,shor_n5.qasm,0.02,0.01,-0.01,-50.0,180.4,179.0,-1.4,-0.78,37.4,36.0,-1.4,-3.74,117.1,119.4,2.3,1.96,36.8,35.9,-0.9,-2.45,10,10,0
Sherbrooke_127Q,simon_n6.qasm,0.01,0.01,0.0,0.0,102.1,102.4,0.3,0.29,17.1,17.4,0.3,1.75,62.5,63.2,0.7,1.12,17.1,17.3,0.2,1.17,10,10,0
Sherbrooke_127Q,square_root_n18.qasm,0.18,0.05,-0.13,-72.22,6071.9,6093.4,21.5,0.35,1424.9,1446.4,21.5,1.51,3289.9,3375.3,85.4,2.6,981.9,1007.9,26.0,2.65,10,10,0
Sherbrooke_127Q,swap_test_n25.qasm,0.02,0.02,0.0,0.0,666.5,674.6,8.1,1.22,123.5,131.6,8.1,6.56,266.4,272.8,6.4,2.4,88.5,93.8,5.3,5.99,10,10,0
Sherbrooke_127Q,swap_test_n41.qasm,0.04,0.04,0.0,0.0,1118.7,1130.2,11.5,1.03,215.7,227.2,11.5,5.33,435.8,441.5,5.7,1.31,151.2,158.2,7.0,4.63,10,10,0
Sherbrooke_127Q,swap_test_n83.qasm,0.12,0.18,0.06,50.0,2322.1,2354.0,31.9,1.37,474.1,506.0,31.9,6.73,885.7,912.4,26.7,3.01,320.7,347.5,26.8,8.36,10,10,0
Sherbrooke_127Q,teleportation_n3.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Sherbrooke_127Q,toffoli_n3.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,7.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0,7.0,7.0,0.0,0.0,10,10,0
Sherbrooke_127Q,variational_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,10,10,0
Sherbrooke_127Q,vqe_n4.qasm,0.01,0.01,0.0,0.0,78.0,78.0,0.0,0.0,9.0,9.0,0.0,0.0,24.0,24.0,0.0,0.0,7.0,7.0,0.0,0.0,10,10,0
Sherbrooke_127Q,wstate_n27.qasm,0.02,0.02,0.0,0.0,133.0,133.0,0.0,0.0,52.0,52.0,0.0,0.0,55.0,55.0,0.0,0.0,28.0,28.0,0.0,0.0,10,10,0
Sherbrooke_127Q,wstate_n3.qasm,0.01,0.01,0.0,0.0,48.0,48.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,30.0,0.0,0.0,10.0,10.0,0.0,0.0,10,10,0
Sherbrooke_127Q,wstate_n36.qasm,0.05,0.05,0.0,0.0,178.0,178.0,0.0,0.0,70.0,70.0,0.0,0.0,73.0,73.0,0.0,0.0,37.0,37.0,0.0,0.0,10,10,0
Sherbrooke_127Q,wstate_n76.qasm,0.06,0.05,-0.01,-16.67,378.0,378.0,0.0,0.0,150.0,150.0,0.0,0.0,153.0,153.0,0.0,0.0,77.0,77.0,0.0,0.0,10,10,0
