Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Sherbrooke_127Q,ghz_state_n23.qasm,0.02,0.01,-0.01,-50.0,47.0,47.0,0.0,0.0,22.0,22.0,0.0,0.0,24.0,24.0,0.0,0.0,22.0,22.0,0.0,0.0,100,100,0
Sherbrooke_127Q,grover_n2.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,hs4_n4.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,inverseqft_n4.qasm,0.01,0.01,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,ipea_n2.qasm,0.03,0.02,-0.01,-33.33,41.0,41.0,0.0,0.0,15.0,15.0,0.0,0.0,41.0,41.0,0.0,0.0,15.0,15.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n10.qasm,0.01,0.01,0.0,0.0,340.0,340.0,0.0,0.0,90.0,90.0,0.0,0.0,54.0,54.0,0.0,0.0,20.0,20.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n26.qasm,0.02,0.02,0.0,0.0,166.0,166.0,0.0,0.0,50.0,50.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n34.qasm,0.04,0.04,0.0,0.0,218.0,218.0,0.0,0.0,66.0,66.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n42.qasm,0.05,0.05,0.0,0.0,270.0,270.0,0.0,0.0,82.0,82.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n66.qasm,0.06,0.05,-0.01,-16.67,426.0,426.0,0.0,0.0,130.0,130.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n98.qasm,0.07,0.06,-0.01,-14.29,634.0,634.0,0.0,0.0,194.0,194.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,iswap_n2.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,knn_n25.qasm,0.02,0.02,0.0,0.0,666.78,674.86,8.08,1.21,123.78,131.86,8.08,6.53,265.36,271.3,5.94,2.24,88.55,94.37,5.82,6.57,100,100,0
Sherbrooke_127Q,knn_n31.qasm,0.04,0.02,-0.02,-50.0,830.26,842.63,12.37,1.49,152.26,164.63,12.37,8.12,337.18,331.32,-5.86,-1.74,109.15,114.61,5.46,5.0,100,100,0
Sherbrooke_127Q,knn_n41.qasm,0.06,0.04,-0.02,-33.33,1117.2,1132.15,14.95,1.34,214.2,229.15,14.95,6.98,434.61,443.92,9.31,2.14,149.71,160.19,10.48,7.0,100,100,0
Sherbrooke_127Q,knn_n67.qasm,0.15,0.08,-0.07,-46.67,1865.77,1900.09,34.32,1.84,377.77,412.09,34.32,9.08,718.21,744.66,26.45,3.68,258.48,285.17,26.69,10.33,100,100,0
Sherbrooke_127Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,multiplier_n15.qasm,0.05,0.02,-0.03,-60.0,1577.25,1569.11,-8.14,-0.52,351.25,343.11,-8.14,-2.32,666.4,647.52,-18.88,-2.83,213.49,201.59,-11.9,-5.57,100,100,0
Sherbrooke_127Q,multiplier_n45.qasm,0.61,0.16,-0.45,-73.77,16864.24,16894.17,29.93,0.18,4096.24,4126.17,29.93,0.73,6739.29,6690.98,-48.31,-0.72,2258.95,2183.22,-75.73,-3.35,100,100,0
Sherbrooke_127Q,multiplier_n75.qasm,1.87,0.45,-1.42,-75.94,48679.91,48909.78,229.87,0.47,12236.91,12466.78,229.87,1.88,19282.21,19121.21,-161.0,-0.83,6526.6,6338.59,-188.01,-2.88,100,100,0
Sherbrooke_127Q,multiply_n13.qasm,0.02,0.01,-0.01,-50.0,279.48,280.61,1.13,0.4,58.48,59.61,1.13,1.93,112.61,109.33,-3.28,-2.91,38.57,37.75,-0.82,-2.13,100,100,0
Sherbrooke_127Q,pea_n5.qasm,0.02,0.02,0.0,0.0,37.01,37.27,0.26,0.7,25.01,25.27,0.26,1.04,29.01,28.64,-0.37,-1.28,25.0,24.87,-0.13,-0.52,100,100,0
Sherbrooke_127Q,qaoa_n3.qasm,0.01,0.01,0.0,0.0,19.0,19.0,0.0,0.0,7.0,7.0,0.0,0.0,13.0,13.0,0.0,0.0,7.0,7.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qaoa_n6.qasm,0.02,0.01,-0.01,-50.0,34.89,32.35,-2.54,-7.28,28.89,26.35,-2.54,-8.79,22.95,22.06,-0.89,-3.88,21.95,21.06,-0.89,-4.05,100,100,0
Sherbrooke_127Q,qec9xz_n17.qasm,0.03,0.01,-0.02,-66.67,87.15,87.94,0.79,0.91,58.15,58.94,0.79,1.36,35.0,33.43,-1.57,-4.49,26.27,25.03,-1.24,-4.72,100,100,0
Sherbrooke_127Q,qec_en_n5.qasm,0.01,0.01,0.0,0.0,29.1,29.17,0.07,0.24,11.1,11.17,0.07,0.63,16.17,16.31,0.14,0.87,10.2,10.24,0.04,0.39,100,100,0
Sherbrooke_127Q,qec_sm_n5.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qf21_n15.qasm,0.04,0.01,-0.03,-75.0,294.39,289.37,-5.02,-1.71,128.39,123.37,-5.02,-3.91,183.1,184.41,1.31,0.72,109.67,112.37,2.7,2.46,100,100,0
Sherbrooke_127Q,qft_n18.qasm,0.06,0.02,-0.04,-66.67,819.71,806.31,-13.4,-1.63,459.71,446.31,-13.4,-2.91,279.49,244.6,-34.89,-12.48,172.25,146.53,-25.72,-14.93,100,100,0
Sherbrooke_127Q,qft_n29.qasm,0.19,0.06,-0.13,-68.42,1969.47,1912.79,-56.68,-2.88,1160.47,1103.79,-56.68,-4.88,547.7,407.57,-140.13,-25.59,349.51,252.96,-96.55,-27.62,100,100,0
Sherbrooke_127Q,qft_n4.qasm,0.01,0.01,0.0,0.0,19.01,19.43,0.42,2.21,8.01,8.43,0.42,5.24,12.81,12.8,-0.01,-0.08,8.0,8.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qft_n63.qasm,0.55,0.17,-0.38,-69.09,5683.86,5504.53,-179.33,-3.16,3480.86,3301.53,-179.33,-5.15,1467.99,1047.49,-420.5,-28.64,961.06,676.82,-284.24,-29.58,100,100,0
Sherbrooke_127Q,qpe_n9.qasm,0.02,0.01,-0.01,-50.0,136.4,133.78,-2.62,-1.92,43.4,40.78,-2.62,-6.04,79.55,78.27,-1.28,-1.61,38.4,37.67,-0.73,-1.9,100,100,0
Sherbrooke_127Q,qram_n20.qasm,0.04,0.02,-0.02,-50.0,896.33,897.2,0.87,0.1,207.33,208.2,0.87,0.42,381.38,378.7,-2.68,-0.7,129.42,127.72,-1.7,-1.31,100,100,0
Sherbrooke_127Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,quantumwalks_n2.qasm,0.01,0.01,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qugan_n39.qasm,0.1,0.06,-0.04,-40.0,1184.8,1210.21,25.41,2.14,308.8,334.21,25.41,8.23,482.56,441.64,-40.92,-8.48,165.26,157.59,-7.67,-4.64,100,100,0
Sherbrooke_127Q,qugan_n71.qasm,0.3,0.14,-0.16,-53.33,2227.39,2283.43,56.04,2.52,615.39,671.43,56.04,9.11,841.86,808.21,-33.65,-4.0,299.67,299.63,-0.04,-0.01,100,100,0
Sherbrooke_127Q,sat_n11.qasm,0.05,0.02,-0.03,-60.0,1803.19,1790.72,-12.47,-0.69,362.19,349.72,-12.47,-3.44,998.35,983.74,-14.61,-1.46,292.68,281.03,-11.65,-3.98,100,100,0
Sherbrooke_127Q,sat_n7.qasm,0.02,0.01,-0.01,-50.0,444.38,443.11,-1.27,-0.29,80.38,79.11,-1.27,-1.58,206.18,213.02,6.84,3.32,60.46,60.89,0.43,0.71,100,100,0
Sherbrooke_127Q,seca_n11.qasm,0.03,0.01,-0.02,-66.67,422.78,422.08,-0.7,-0.17,107.78,107.08,-0.7,-0.65,153.12,156.39,3.27,2.14,57.44,57.56,0.12,0.21,100,100,0
Sherbrooke_127Q,shor_n5.qasm,0.03,0.02,-0.01,-33.33,180.55,179.16,-1.39,-0.77,37.55,36.16,-1.39,-3.7,117.65,118.96,1.31,1.11,37.23,36.02,-1.21,-3.25,100,100,0
Sherbrooke_127Q,simon_n6.qasm,0.01,0.01,0.0,0.0,102.08,102.41,0.33,0.32,17.08,17.41,0.33,1.93,62.42,63.38,0.96,1.54,17.08,17.39,0.31,1.81,100,100,0
Sherbrooke_127Q,square_root_n18.qasm,0.21,0.05,-0.16,-76.19,6074.88,6088.83,13.95,0.23,1427.88,1441.83,13.95,0.98,3301.33,3367.19,65.86,1.99,985.16,1007.07,21.91,2.22,100,100,0
Sherbrooke_127Q,swap_test_n25.qasm,0.03,0.02,-0.01,-33.33,666.78,674.86,8.08,1.21,123.78,131.86,8.08,6.53,265.36,271.3,5.94,2.24,88.55,94.37,5.82,6.57,100,100,0
Sherbrooke_127Q,swap_test_n41.qasm,0.04,0.04,0.0,0.0,1117.2,1132.15,14.95,1.34,214.2,229.15,14.95,6.98,434.61,443.92,9.31,2.14,149.71,160.19,10.48,7.0,100,100,0
Sherbrooke_127Q,swap_test_n83.qasm,0.19,0.09,-0.1,-52.63,2321.88,2345.51,23.63,1.02,473.88,497.51,23.63,4.99,884.66,907.51,22.85,2.58,319.97,342.95,22.98,7.18,100,100,0
Sherbrooke_127Q,teleportation_n3.qasm,0.02,0.01,-0.01,-50.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,toffoli_n3.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,7.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0,7.0,7.0,0.0,0.0,100,100,0
Sherbrooke_127Q,variational_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,vqe_n4.qasm,0.02,0.01,-0.01,-50.0,78.0,78.0,0.0,0.0,9.0,9.0,0.0,0.0,24.0,24.0,0.0,0.0,7.0,7.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n27.qasm,0.02,0.02,0.0,0.0,133.0,133.0,0.0,0.0,52.0,52.0,0.0,0.0,55.0,55.0,0.0,0.0,28.0,28.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n3.qasm,0.01,0.01,0.0,0.0,48.0,48.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,30.0,0.0,0.0,10.0,10.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n36.qasm,0.05,0.04,-0.01,-20.0,178.0,178.0,0.0,0.0,70.0,70.0,0.0,0.0,73.0,73.0,0.0,0.0,37.0,37.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n76.qasm,0.06,0.05,-0.01,-16.67,378.0,378.0,0.0,0.0,150.0,150.0,0.0,0.0,153.0,153.0,0.0,0.0,77.0,77.0,0.0,0.0,100,100,0
