Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Sherbrooke_127Q,ghz_n40.qasm,0.06,0.06,0.0,0.0,338.0,363.0,25.0,7.4,39.0,39.0,0.0,0.0,110.0,135.0,25.0,22.73,39.0,39.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ghz_n78.qasm,0.06,0.06,0.0,0.0,676.0,722.0,46.0,6.8,77.0,77.0,0.0,0.0,219.0,265.0,46.0,21.0,77.0,77.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ghz_state_n23.qasm,0.02,0.02,0.0,0.0,203.0,216.0,13.0,6.4,22.0,22.0,0.0,0.0,70.0,83.0,13.0,18.57,22.0,22.0,0.0,0.0,100,100,0
Sherbrooke_127Q,grover_n2.qasm,0.01,0.01,0.0,0.0,20.0,27.0,7.0,35.0,2.0,2.0,0.0,0.0,11.0,18.0,7.0,63.64,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,hs4_n4.qasm,0.01,0.01,0.0,0.0,42.0,54.0,12.0,28.57,4.0,4.0,0.0,0.0,12.0,18.0,6.0,50.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,inverseqft_n4.qasm,0.01,0.01,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,ipea_n2.qasm,0.04,0.04,0.0,0.0,63.0,69.0,6.0,9.52,5.0,5.0,0.0,0.0,52.0,54.0,2.0,3.85,5.0,5.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n10.qasm,0.02,0.02,0.0,0.0,577.0,720.0,143.0,24.78,90.0,90.0,0.0,0.0,96.0,126.0,30.0,31.25,20.0,20.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n26.qasm,0.03,0.03,0.0,0.0,328.0,453.0,125.0,38.11,50.0,50.0,0.0,0.0,20.0,30.0,10.0,50.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n34.qasm,0.05,0.04,-0.01,-20.0,425.0,597.0,172.0,40.47,66.0,66.0,0.0,0.0,20.0,30.0,10.0,50.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n42.qasm,0.06,0.06,0.0,0.0,536.0,706.0,170.0,31.72,82.0,82.0,0.0,0.0,20.0,30.0,10.0,50.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n66.qasm,0.07,0.06,-0.01,-14.29,837.0,1130.0,293.0,35.01,130.0,130.0,0.0,0.0,20.0,30.0,10.0,50.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ising_n98.qasm,0.09,0.08,-0.01,-11.11,1253.0,1705.0,452.0,36.07,194.0,194.0,0.0,0.0,20.0,30.0,10.0,50.0,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,iswap_n2.qasm,0.01,0.01,0.0,0.0,21.0,27.0,6.0,28.57,2.0,2.0,0.0,0.0,12.0,18.0,6.0,50.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,knn_n25.qasm,0.04,0.03,-0.01,-25.0,982.49,1282.12,299.63,30.5,149.42,175.14,25.72,17.21,487.17,619.75,132.58,27.21,119.48,141.21,21.73,18.19,100,100,0
Sherbrooke_127Q,knn_n31.qasm,0.05,0.04,-0.01,-20.0,1114.8,1552.49,437.69,39.26,164.72,206.77,42.05,25.53,532.32,719.77,187.45,35.21,127.68,162.06,34.38,26.93,100,100,0
Sherbrooke_127Q,knn_n41.qasm,0.07,0.07,0.0,0.0,1720.3,2215.86,495.56,28.81,266.38,308.73,42.35,15.9,826.02,1040.44,214.42,25.96,205.89,241.24,35.35,17.17,100,100,0
Sherbrooke_127Q,knn_n67.qasm,0.18,0.12,-0.06,-33.33,3253.36,4335.77,1082.41,33.27,523.07,623.63,100.56,19.22,1531.47,1978.08,446.61,29.16,390.41,467.9,77.49,19.85,100,100,0
Sherbrooke_127Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,40.0,45.0,5.0,12.5,4.0,4.0,0.0,0.0,23.0,28.0,5.0,21.74,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,31.0,31.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,multiplier_n15.qasm,0.07,0.04,-0.03,-42.86,2973.15,3108.71,135.56,4.56,494.85,443.92,-50.93,-10.29,1144.47,1116.75,-27.72,-2.42,290.54,246.88,-43.66,-15.03,100,100,0
Sherbrooke_127Q,multiplier_n45.qasm,0.93,0.45,-0.48,-51.61,37224.23,41600.86,4376.63,11.76,6285.88,6191.64,-94.24,-1.5,12737.89,13116.86,378.97,2.98,3267.71,3009.59,-258.12,-7.9,100,100,0
Sherbrooke_127Q,multiplier_n75.qasm,3.43,1.61,-1.82,-53.06,114998.19,131205.45,16207.26,14.09,19604.22,19683.09,78.87,0.4,38037.85,39335.85,1298.0,3.41,9795.63,9038.92,-756.71,-7.72,100,100,0
Sherbrooke_127Q,multiply_n13.qasm,0.03,0.02,-0.01,-33.33,552.83,639.24,86.41,15.63,86.98,89.47,2.49,2.86,226.58,251.11,24.53,10.83,56.84,56.81,-0.03,-0.05,100,100,0
Sherbrooke_127Q,pea_n5.qasm,0.03,0.03,0.0,0.0,153.74,204.13,50.39,32.78,26.57,28.41,1.84,6.93,106.7,135.4,28.7,26.9,26.55,27.56,1.01,3.8,100,100,0
Sherbrooke_127Q,qaoa_n3.qasm,0.01,0.01,0.0,0.0,61.76,84.36,22.6,36.59,7.92,7.92,0.0,0.0,38.3,52.6,14.3,37.34,7.92,7.92,0.0,0.0,100,100,0
Sherbrooke_127Q,qaoa_n6.qasm,0.02,0.02,0.0,0.0,410.04,449.79,39.75,9.69,65.93,60.77,-5.16,-7.83,214.23,259.53,45.3,21.15,50.0,48.18,-1.82,-3.64,100,100,0
Sherbrooke_127Q,qec9xz_n17.qasm,0.03,0.02,-0.01,-33.33,640.52,713.37,72.85,11.37,103.27,101.7,-1.57,-1.52,185.88,185.71,-0.17,-0.09,48.07,43.61,-4.46,-9.28,100,100,0
Sherbrooke_127Q,qec_en_n5.qasm,0.01,0.01,0.0,0.0,89.17,87.01,-2.16,-2.42,13.3,13.35,0.05,0.38,47.32,45.33,-1.99,-4.21,12.4,12.38,-0.02,-0.16,100,100,0
Sherbrooke_127Q,qec_sm_n5.qasm,0.02,0.02,0.0,0.0,43.0,46.0,3.0,6.98,4.0,4.0,0.0,0.0,23.0,25.0,2.0,8.7,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qf21_n15.qasm,0.05,0.03,-0.02,-40.0,1589.34,1826.88,237.54,14.95,269.37,243.57,-25.8,-9.58,877.28,1057.0,179.72,20.49,221.91,216.95,-4.96,-2.24,100,100,0
Sherbrooke_127Q,qft_n18.qasm,0.12,0.05,-0.07,-58.33,3821.5,4388.3,566.8,14.83,671.31,561.07,-110.24,-16.42,1034.0,988.13,-45.87,-4.44,267.25,203.81,-63.44,-23.74,100,100,0
Sherbrooke_127Q,qft_n29.qasm,0.32,0.12,-0.2,-62.5,10196.22,10535.99,339.77,3.33,1803.47,1309.41,-494.06,-27.39,2188.78,1611.74,-577.04,-26.36,567.34,329.48,-237.86,-41.93,100,100,0
Sherbrooke_127Q,qft_n4.qasm,0.02,0.01,-0.01,-50.0,107.88,141.83,33.95,31.47,17.47,17.87,0.4,2.29,74.5,89.82,15.32,20.56,17.45,17.01,-0.44,-2.52,100,100,0
Sherbrooke_127Q,qft_n63.qasm,1.14,0.37,-0.77,-67.54,32004.44,32496.85,492.41,1.54,5688.18,4212.15,-1476.03,-25.95,6012.5,4111.37,-1901.13,-31.62,1562.58,856.12,-706.46,-45.21,100,100,0
Sherbrooke_127Q,qpe_n9.qasm,0.03,0.02,-0.01,-33.33,526.61,609.36,82.75,15.71,84.36,74.86,-9.5,-11.26,293.38,355.28,61.9,21.1,73.18,67.62,-5.56,-7.6,100,100,0
Sherbrooke_127Q,qram_n20.qasm,0.06,0.04,-0.02,-33.33,1850.23,2157.19,306.96,16.59,308.07,309.44,1.37,0.44,751.52,810.63,59.11,7.87,192.25,185.96,-6.29,-3.27,100,100,0
Sherbrooke_127Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,quantumwalks_n2.qasm,0.01,0.01,0.0,0.0,37.0,42.0,5.0,13.51,3.0,3.0,0.0,0.0,21.0,24.0,3.0,14.29,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,qugan_n39.qasm,0.12,0.09,-0.03,-25.0,2635.9,3636.9,1001.0,37.98,405.92,488.47,82.55,20.34,886.67,1005.02,118.35,13.35,213.14,222.36,9.22,4.33,100,100,0
Sherbrooke_127Q,qugan_n71.qasm,0.38,0.21,-0.17,-44.74,5588.57,7727.6,2139.03,38.28,883.25,1065.25,182.0,20.61,1683.46,2001.93,318.47,18.92,410.32,449.08,38.76,9.45,100,100,0
Sherbrooke_127Q,sat_n11.qasm,0.07,0.04,-0.03,-42.86,3067.66,3346.47,278.81,9.09,505.89,463.31,-42.58,-8.42,1538.06,1641.2,103.14,6.71,385.89,352.94,-32.95,-8.54,100,100,0
Sherbrooke_127Q,sat_n7.qasm,0.03,0.02,-0.01,-33.33,679.61,761.41,81.8,12.04,106.66,98.82,-7.84,-7.35,332.87,383.18,50.31,15.11,82.96,76.69,-6.27,-7.56,100,100,0
Sherbrooke_127Q,seca_n11.qasm,0.03,0.02,-0.01,-33.33,899.75,997.5,97.75,10.86,136.36,132.16,-4.2,-3.08,302.8,351.88,49.08,16.21,69.93,73.42,3.49,4.99,100,100,0
Sherbrooke_127Q,shor_n5.qasm,0.03,0.03,0.0,0.0,305.12,331.88,26.76,8.77,46.23,44.9,-1.33,-2.88,196.54,207.79,11.25,5.72,45.91,44.59,-1.32,-2.88,100,100,0
Sherbrooke_127Q,simon_n6.qasm,0.01,0.01,0.0,0.0,155.23,182.8,27.57,17.76,20.0,21.05,1.05,5.25,88.03,100.74,12.71,14.44,20.0,21.03,1.03,5.15,100,100,0
Sherbrooke_127Q,square_root_n18.qasm,0.31,0.15,-0.16,-51.61,13417.27,15805.41,2388.14,17.8,2278.72,2287.39,8.67,0.38,6141.77,7251.24,1109.47,18.06,1537.52,1575.38,37.86,2.46,100,100,0
Sherbrooke_127Q,swap_test_n25.qasm,0.04,0.03,-0.01,-25.0,1006.61,1314.75,308.14,30.61,149.42,175.14,25.72,17.21,488.7,620.28,131.58,26.92,119.48,141.21,21.73,18.19,100,100,0
Sherbrooke_127Q,swap_test_n41.qasm,0.07,0.07,0.0,0.0,1746.7,2261.6,514.9,29.48,266.38,308.73,42.35,15.9,827.47,1040.98,213.51,25.8,205.89,241.24,35.35,17.17,100,100,0
Sherbrooke_127Q,swap_test_n83.qasm,0.22,0.14,-0.08,-36.36,4137.23,5265.51,1128.28,27.27,661.3,735.51,74.21,11.22,1900.66,2368.41,467.75,24.61,483.34,552.38,69.04,14.28,100,100,0
Sherbrooke_127Q,teleportation_n3.qasm,0.01,0.01,0.0,0.0,27.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,toffoli_n3.qasm,0.01,0.01,0.0,0.0,56.06,63.74,7.68,13.7,7.92,7.92,0.0,0.0,37.06,38.36,1.3,3.51,7.92,7.92,0.0,0.0,100,100,0
Sherbrooke_127Q,variational_n4.qasm,0.01,0.01,0.0,0.0,77.0,97.0,20.0,25.97,8.0,8.0,0.0,0.0,32.0,42.0,10.0,31.25,6.0,6.0,0.0,0.0,100,100,0
Sherbrooke_127Q,vqe_n4.qasm,0.01,0.01,0.0,0.0,113.0,123.0,10.0,8.85,9.0,9.0,0.0,0.0,44.0,48.0,4.0,9.09,7.0,7.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n27.qasm,0.03,0.02,-0.01,-33.33,459.0,501.0,42.0,9.15,52.0,52.0,0.0,0.0,154.0,166.0,12.0,7.79,28.0,28.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n3.qasm,0.02,0.01,-0.01,-50.0,74.35,91.24,16.89,22.72,9.6,10.0,0.4,4.17,46.41,55.8,9.39,20.23,9.6,10.0,0.4,4.17,100,100,0
Sherbrooke_127Q,wstate_n36.qasm,0.06,0.06,0.0,0.0,617.0,682.0,65.0,10.53,70.0,70.0,0.0,0.0,202.0,218.0,16.0,7.92,37.0,37.0,0.0,0.0,100,100,0
Sherbrooke_127Q,wstate_n76.qasm,0.07,0.07,0.0,0.0,1343.0,1450.0,107.0,7.97,150.0,150.0,0.0,0.0,426.0,460.0,34.0,7.98,77.0,77.0,0.0,0.0,100,100,0
